AAA,progname,nmon
AAA,command,/usr/local/bin/nmon -f -t -F /var/log/nmon/kc2prapkc02_20161114_nmon.csv 
AAA,version,14i
AAA,disks_per_line,150
DISKBUSY,Disk %Busy kc2prapkc02,sda,sda1,sda2,sda3,sdb,sdd,sdc,sde,sdf,sdg,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10
DISKREAD,Disk Read KB/s kc2prapkc02,sda,sda1,sda2,sda3,sdb,sdd,sdc,sde,sdf,sdg,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10
DISKWRITE,Disk Write KB/s kc2prapkc02,sda,sda1,sda2,sda3,sdb,sdd,sdc,sde,sdf,sdg,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10
DISKXFER,Disk transfers per second kc2prapkc02,sda,sda1,sda2,sda3,sdb,sdd,sdc,sde,sdf,sdg,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10
DISKBSIZE,Disk Block Size kc2prapkc02,sda,sda1,sda2,sda3,sdb,sdd,sdc,sde,sdf,sdg,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10
JFSFILE,JFS Filespace %Used kc2prapkc02,/,/boot,/home,/tmp,/var,/opt/commvault,/var/log/commvault,/u01,/kcustoms,/sw,/kcdata
BBBP,000,/etc/release
BBBP,001,/etc/release,"Red Hat Enterprise Linux Server release 6.1 (Santiago)"
BBBP,002,/etc/release,"Red Hat Enterprise Linux Server release 6.1 (Santiago)"
BBBP,003,lsb_release
BBBP,004,fdisk-l
BBBP,005,fdisk-l,""
BBBP,006,fdisk-l,"Disk /dev/sda: 64.4 GB, 64424509440 bytes"
BBBP,007,fdisk-l,"64 heads, 32 sectors/track, 61440 cylinders"
BBBP,008,fdisk-l,"Units = cylinders of 2048 * 512 = 1048576 bytes"
BBBP,009,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,010,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,011,fdisk-l,"Disk identifier: 0x000a130c"
BBBP,012,fdisk-l,""
BBBP,013,fdisk-l,"   Device Boot      Start         End      Blocks   Id  System"
BBBP,014,fdisk-l,"ddev/sda1   *           2         129      131072   83  Linux"
BBBP,015,fdisk-l,"Partition 1 does not end on cylinder boundary."
BBBP,016,fdisk-l,"ddev/sda2             130       51200    52296704   8e  Linux LVM"
BBBP,017,fdisk-l,"Partition 2 does not end on cylinder boundary."
BBBP,018,fdisk-l,"ddev/sda3           51201       61440    10485760   8e  Linux LVM"
BBBP,019,fdisk-l,""
BBBP,020,fdisk-l,"Disk /dev/sdb: 53.7 GB, 53687091200 bytes"
BBBP,021,fdisk-l,"64 heads, 32 sectors/track, 51200 cylinders"
BBBP,022,fdisk-l,"Units = cylinders of 2048 * 512 = 1048576 bytes"
BBBP,023,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,024,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,025,fdisk-l,"Disk identifier: 0x00000000"
BBBP,026,fdisk-l,""
BBBP,027,fdisk-l,""
BBBP,028,fdisk-l,"Disk /dev/sdd: 53.7 GB, 53687091200 bytes"
BBBP,029,fdisk-l,"64 heads, 32 sectors/track, 51200 cylinders"
BBBP,030,fdisk-l,"Units = cylinders of 2048 * 512 = 1048576 bytes"
BBBP,031,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,032,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,033,fdisk-l,"Disk identifier: 0x00000000"
BBBP,034,fdisk-l,""
BBBP,035,fdisk-l,""
BBBP,036,fdisk-l,"Disk /dev/sdc: 53.7 GB, 53687091200 bytes"
BBBP,037,fdisk-l,"64 heads, 32 sectors/track, 51200 cylinders"
BBBP,038,fdisk-l,"Units = cylinders of 2048 * 512 = 1048576 bytes"
BBBP,039,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,040,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,041,fdisk-l,"Disk identifier: 0x00000000"
BBBP,042,fdisk-l,""
BBBP,043,fdisk-l,""
BBBP,044,fdisk-l,"Disk /dev/sde: 53.7 GB, 53687091200 bytes"
BBBP,045,fdisk-l,"64 heads, 32 sectors/track, 51200 cylinders"
BBBP,046,fdisk-l,"Units = cylinders of 2048 * 512 = 1048576 bytes"
BBBP,047,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,048,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,049,fdisk-l,"Disk identifier: 0x00000000"
BBBP,050,fdisk-l,""
BBBP,051,fdisk-l,""
BBBP,052,fdisk-l,"Disk /dev/sdf: 53.7 GB, 53687091200 bytes"
BBBP,053,fdisk-l,"64 heads, 32 sectors/track, 51200 cylinders"
BBBP,054,fdisk-l,"Units = cylinders of 2048 * 512 = 1048576 bytes"
BBBP,055,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,056,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,057,fdisk-l,"Disk identifier: 0x00000000"
BBBP,058,fdisk-l,""
BBBP,059,fdisk-l,""
BBBP,060,fdisk-l,"Disk /dev/sdg: 53.7 GB, 53687091200 bytes"
BBBP,061,fdisk-l,"64 heads, 32 sectors/track, 51200 cylinders"
BBBP,062,fdisk-l,"Units = cylinders of 2048 * 512 = 1048576 bytes"
BBBP,063,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,064,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,065,fdisk-l,"Disk identifier: 0x00000000"
BBBP,066,fdisk-l,""
BBBP,067,fdisk-l,""
BBBP,068,fdisk-l,"Disk /dev/mapper/rootvg-slashlv: 12.9 GB, 12884901888 bytes"
BBBP,069,fdisk-l,"255 heads, 63 sectors/track, 1566 cylinders"
BBBP,070,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,071,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,072,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,073,fdisk-l,"Disk identifier: 0x00000000"
BBBP,074,fdisk-l,""
BBBP,075,fdisk-l,""
BBBP,076,fdisk-l,"Disk /dev/mapper/rootvg-swaplv: 17.2 GB, 17179869184 bytes"
BBBP,077,fdisk-l,"255 heads, 63 sectors/track, 2088 cylinders"
BBBP,078,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,079,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,080,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,081,fdisk-l,"Disk identifier: 0x00000000"
BBBP,082,fdisk-l,""
BBBP,083,fdisk-l,""
BBBP,084,fdisk-l,"Disk /dev/mapper/kcdatavg-kcdatalv: 53.7 GB, 53682896896 bytes"
BBBP,085,fdisk-l,"255 heads, 63 sectors/track, 6526 cylinders"
BBBP,086,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,087,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,088,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,089,fdisk-l,"Disk identifier: 0x00000000"
BBBP,090,fdisk-l,""
BBBP,091,fdisk-l,""
BBBP,092,fdisk-l,"Disk /dev/mapper/appvg-kcustomslv: 21.5 GB, 21474836480 bytes"
BBBP,093,fdisk-l,"255 heads, 63 sectors/track, 2610 cylinders"
BBBP,094,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,095,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,096,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,097,fdisk-l,"Disk identifier: 0x00000000"
BBBP,098,fdisk-l,""
BBBP,099,fdisk-l,""
BBBP,100,fdisk-l,"Disk /dev/mapper/appvg-orcllv: 5368 MB, 5368709120 bytes"
BBBP,101,fdisk-l,"255 heads, 63 sectors/track, 652 cylinders"
BBBP,102,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,103,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,104,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,105,fdisk-l,"Disk identifier: 0x00000000"
BBBP,106,fdisk-l,""
BBBP,107,fdisk-l,""
BBBP,108,fdisk-l,"Disk /dev/mapper/appvg-swlv: 10.7 GB, 10737418240 bytes"
BBBP,109,fdisk-l,"255 heads, 63 sectors/track, 1305 cylinders"
BBBP,110,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,111,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,112,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,113,fdisk-l,"Disk identifier: 0x00000000"
BBBP,114,fdisk-l,""
BBBP,115,fdisk-l,""
BBBP,116,fdisk-l,"Disk /dev/mapper/rootvg-tmplv: 2147 MB, 2147483648 bytes"
BBBP,117,fdisk-l,"255 heads, 63 sectors/track, 261 cylinders"
BBBP,118,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,119,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,120,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,121,fdisk-l,"Disk identifier: 0x00000000"
BBBP,122,fdisk-l,""
BBBP,123,fdisk-l,""
BBBP,124,fdisk-l,"Disk /dev/mapper/rootvg-homelv: 7516 MB, 7516192768 bytes"
BBBP,125,fdisk-l,"255 heads, 63 sectors/track, 913 cylinders"
BBBP,126,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,127,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,128,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,129,fdisk-l,"Disk identifier: 0x00000000"
BBBP,130,fdisk-l,""
BBBP,131,fdisk-l,""
BBBP,132,fdisk-l,"Disk /dev/mapper/rootvg-varlv: 10.7 GB, 10737418240 bytes"
BBBP,133,fdisk-l,"255 heads, 63 sectors/track, 1305 cylinders"
BBBP,134,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,135,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,136,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,137,fdisk-l,"Disk identifier: 0x00000000"
BBBP,138,fdisk-l,""
BBBP,139,fdisk-l,""
BBBP,140,fdisk-l,"Disk /dev/mapper/rootvg-cvbinlv: 6442 MB, 6442450944 bytes"
BBBP,141,fdisk-l,"255 heads, 63 sectors/track, 783 cylinders"
BBBP,142,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,143,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,144,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,145,fdisk-l,"Disk identifier: 0x00000000"
BBBP,146,fdisk-l,""
BBBP,147,fdisk-l,""
BBBP,148,fdisk-l,"Disk /dev/mapper/rootvg-cvloglv: 3221 MB, 3221225472 bytes"
BBBP,149,fdisk-l,"255 heads, 63 sectors/track, 391 cylinders"
BBBP,150,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,151,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,152,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,153,fdisk-l,"Disk identifier: 0x00000000"
BBBP,154,fdisk-l,""
BBBP,155,/proc/cpuinfo
BBBP,156,/proc/cpuinfo,"processor	: 0"
BBBP,157,/proc/cpuinfo,"vendor_id	: GenuineIntel"
BBBP,158,/proc/cpuinfo,"cpu family	: 6"
BBBP,159,/proc/cpuinfo,"model		: 37"
BBBP,160,/proc/cpuinfo,"model name	: Intel(R) Xeon(R) CPU E7- 2860  @ 2.27GHz"
BBBP,161,/proc/cpuinfo,"stepping	: 1"
BBBP,162,/proc/cpuinfo,"cpu MHz		: 2263.704"
BBBP,163,/proc/cpuinfo,"cache size	: 24576 KB"
BBBP,164,/proc/cpuinfo,"physical id	: 0"
BBBP,165,/proc/cpuinfo,"siblings	: 2"
BBBP,166,/proc/cpuinfo,"core id		: 0"
BBBP,167,/proc/cpuinfo,"cpu cores	: 2"
BBBP,168,/proc/cpuinfo,"apicid		: 0"
BBBP,169,/proc/cpuinfo,"initial apicid	: 0"
BBBP,170,/proc/cpuinfo,"fpu		: yes"
BBBP,171,/proc/cpuinfo,"fpu_exception	: yes"
BBBP,172,/proc/cpuinfo,"cpuid level	: 11"
BBBP,173,/proc/cpuinfo,"wp		: yes"
BBBP,174,/proc/cpuinfo,"flags		: fpu vme de pse tsc msr pae mce cx8 apic mtrr pge mca cmov pat pse36 clflush dts mmx fxsr sse sse2 ss ht syscall nx rdtscp lm constant_tsc arch_perfmon pebs bts rep_good xtopology tsc_reliable nonstop_tsc aperfmperf unfair_spinlock pni pclmulqdq ssse3 cx16 sse4_1 sse4_2 popcnt aes hypervisor lahf_lm ida arat epb"
BBBP,175,/proc/cpuinfo,"bogomips	: 4527.40"
BBBP,176,/proc/cpuinfo,"clflush size	: 64"
BBBP,177,/proc/cpuinfo,"cache_alignment	: 64"
BBBP,178,/proc/cpuinfo,"address sizes	: 40 bits physical, 48 bits virtual"
BBBP,179,/proc/cpuinfo,"power management:"
BBBP,180,/proc/cpuinfo,""
BBBP,181,/proc/cpuinfo,"processor	: 1"
BBBP,182,/proc/cpuinfo,"vendor_id	: GenuineIntel"
BBBP,183,/proc/cpuinfo,"cpu family	: 6"
BBBP,184,/proc/cpuinfo,"model		: 37"
BBBP,185,/proc/cpuinfo,"model name	: Intel(R) Xeon(R) CPU E7- 2860  @ 2.27GHz"
BBBP,186,/proc/cpuinfo,"stepping	: 1"
BBBP,187,/proc/cpuinfo,"cpu MHz		: 2263.704"
BBBP,188,/proc/cpuinfo,"cache size	: 24576 KB"
BBBP,189,/proc/cpuinfo,"physical id	: 0"
BBBP,190,/proc/cpuinfo,"siblings	: 2"
BBBP,191,/proc/cpuinfo,"core id		: 1"
BBBP,192,/proc/cpuinfo,"cpu cores	: 2"
BBBP,193,/proc/cpuinfo,"apicid		: 1"
BBBP,194,/proc/cpuinfo,"initial apicid	: 1"
BBBP,195,/proc/cpuinfo,"fpu		: yes"
BBBP,196,/proc/cpuinfo,"fpu_exception	: yes"
BBBP,197,/proc/cpuinfo,"cpuid level	: 11"
BBBP,198,/proc/cpuinfo,"wp		: yes"
BBBP,199,/proc/cpuinfo,"flags		: fpu vme de pse tsc msr pae mce cx8 apic mtrr pge mca cmov pat pse36 clflush dts mmx fxsr sse sse2 ss ht syscall nx rdtscp lm constant_tsc arch_perfmon pebs bts rep_good xtopology tsc_reliable nonstop_tsc aperfmperf unfair_spinlock pni pclmulqdq ssse3 cx16 sse4_1 sse4_2 popcnt aes hypervisor lahf_lm ida arat epb"
BBBP,200,/proc/cpuinfo,"bogomips	: 4527.40"
BBBP,201,/proc/cpuinfo,"clflush size	: 64"
BBBP,202,/proc/cpuinfo,"cache_alignment	: 64"
BBBP,203,/proc/cpuinfo,"address sizes	: 40 bits physical, 48 bits virtual"
BBBP,204,/proc/cpuinfo,"power management:"
BBBP,205,/proc/cpuinfo,""
BBBP,206,/proc/cpuinfo,"processor	: 2"
BBBP,207,/proc/cpuinfo,"vendor_id	: GenuineIntel"
BBBP,208,/proc/cpuinfo,"cpu family	: 6"
BBBP,209,/proc/cpuinfo,"model		: 37"
BBBP,210,/proc/cpuinfo,"model name	: Intel(R) Xeon(R) CPU E7- 2860  @ 2.27GHz"
BBBP,211,/proc/cpuinfo,"stepping	: 1"
BBBP,212,/proc/cpuinfo,"cpu MHz		: 2263.704"
BBBP,213,/proc/cpuinfo,"cache size	: 24576 KB"
BBBP,214,/proc/cpuinfo,"physical id	: 1"
BBBP,215,/proc/cpuinfo,"siblings	: 2"
BBBP,216,/proc/cpuinfo,"core id		: 0"
BBBP,217,/proc/cpuinfo,"cpu cores	: 2"
BBBP,218,/proc/cpuinfo,"apicid		: 2"
BBBP,219,/proc/cpuinfo,"initial apicid	: 2"
BBBP,220,/proc/cpuinfo,"fpu		: yes"
BBBP,221,/proc/cpuinfo,"fpu_exception	: yes"
BBBP,222,/proc/cpuinfo,"cpuid level	: 11"
BBBP,223,/proc/cpuinfo,"wp		: yes"
BBBP,224,/proc/cpuinfo,"flags		: fpu vme de pse tsc msr pae mce cx8 apic mtrr pge mca cmov pat pse36 clflush dts mmx fxsr sse sse2 ss ht syscall nx rdtscp lm constant_tsc arch_perfmon pebs bts rep_good xtopology tsc_reliable nonstop_tsc aperfmperf unfair_spinlock pni pclmulqdq ssse3 cx16 sse4_1 sse4_2 popcnt aes hypervisor lahf_lm ida arat epb"
BBBP,225,/proc/cpuinfo,"bogomips	: 4527.40"
BBBP,226,/proc/cpuinfo,"clflush size	: 64"
BBBP,227,/proc/cpuinfo,"cache_alignment	: 64"
BBBP,228,/proc/cpuinfo,"address sizes	: 40 bits physical, 48 bits virtual"
BBBP,229,/proc/cpuinfo,"power management:"
BBBP,230,/proc/cpuinfo,""
BBBP,231,/proc/cpuinfo,"processor	: 3"
BBBP,232,/proc/cpuinfo,"vendor_id	: GenuineIntel"
BBBP,233,/proc/cpuinfo,"cpu family	: 6"
BBBP,234,/proc/cpuinfo,"model		: 37"
BBBP,235,/proc/cpuinfo,"model name	: Intel(R) Xeon(R) CPU E7- 2860  @ 2.27GHz"
BBBP,236,/proc/cpuinfo,"stepping	: 1"
BBBP,237,/proc/cpuinfo,"cpu MHz		: 2263.704"
BBBP,238,/proc/cpuinfo,"cache size	: 24576 KB"
BBBP,239,/proc/cpuinfo,"physical id	: 1"
BBBP,240,/proc/cpuinfo,"siblings	: 2"
BBBP,241,/proc/cpuinfo,"core id		: 1"
BBBP,242,/proc/cpuinfo,"cpu cores	: 2"
BBBP,243,/proc/cpuinfo,"apicid		: 3"
BBBP,244,/proc/cpuinfo,"initial apicid	: 3"
BBBP,245,/proc/cpuinfo,"fpu		: yes"
BBBP,246,/proc/cpuinfo,"fpu_exception	: yes"
BBBP,247,/proc/cpuinfo,"cpuid level	: 11"
BBBP,248,/proc/cpuinfo,"wp		: yes"
BBBP,249,/proc/cpuinfo,"flags		: fpu vme de pse tsc msr pae mce cx8 apic mtrr pge mca cmov pat pse36 clflush dts mmx fxsr sse sse2 ss ht syscall nx rdtscp lm constant_tsc arch_perfmon pebs bts rep_good xtopology tsc_reliable nonstop_tsc aperfmperf unfair_spinlock pni pclmulqdq ssse3 cx16 sse4_1 sse4_2 popcnt aes hypervisor lahf_lm ida arat epb"
BBBP,250,/proc/cpuinfo,"bogomips	: 4527.40"
BBBP,251,/proc/cpuinfo,"clflush size	: 64"
BBBP,252,/proc/cpuinfo,"cache_alignment	: 64"
BBBP,253,/proc/cpuinfo,"address sizes	: 40 bits physical, 48 bits virtual"
BBBP,254,/proc/cpuinfo,"power management:"
BBBP,255,/proc/cpuinfo,""
BBBP,256,/proc/cpuinfo,"processor	: 4"
BBBP,257,/proc/cpuinfo,"vendor_id	: GenuineIntel"
BBBP,258,/proc/cpuinfo,"cpu family	: 6"
BBBP,259,/proc/cpuinfo,"model		: 37"
BBBP,260,/proc/cpuinfo,"model name	: Intel(R) Xeon(R) CPU E7- 2860  @ 2.27GHz"
BBBP,261,/proc/cpuinfo,"stepping	: 1"
BBBP,262,/proc/cpuinfo,"cpu MHz		: 2263.704"
BBBP,263,/proc/cpuinfo,"cache size	: 24576 KB"
BBBP,264,/proc/cpuinfo,"physical id	: 2"
BBBP,265,/proc/cpuinfo,"siblings	: 2"
BBBP,266,/proc/cpuinfo,"core id		: 0"
BBBP,267,/proc/cpuinfo,"cpu cores	: 2"
BBBP,268,/proc/cpuinfo,"apicid		: 4"
BBBP,269,/proc/cpuinfo,"initial apicid	: 4"
BBBP,270,/proc/cpuinfo,"fpu		: yes"
BBBP,271,/proc/cpuinfo,"fpu_exception	: yes"
BBBP,272,/proc/cpuinfo,"cpuid level	: 11"
BBBP,273,/proc/cpuinfo,"wp		: yes"
BBBP,274,/proc/cpuinfo,"flags		: fpu vme de pse tsc msr pae mce cx8 apic mtrr pge mca cmov pat pse36 clflush dts mmx fxsr sse sse2 ss ht syscall nx rdtscp lm constant_tsc arch_perfmon pebs bts rep_good xtopology tsc_reliable nonstop_tsc aperfmperf unfair_spinlock pni pclmulqdq ssse3 cx16 sse4_1 sse4_2 popcnt aes hypervisor lahf_lm ida arat epb"
BBBP,275,/proc/cpuinfo,"bogomips	: 4527.40"
BBBP,276,/proc/cpuinfo,"clflush size	: 64"
BBBP,277,/proc/cpuinfo,"cache_alignment	: 64"
BBBP,278,/proc/cpuinfo,"address sizes	: 40 bits physical, 48 bits virtual"
BBBP,279,/proc/cpuinfo,"power management:"
BBBP,280,/proc/cpuinfo,""
BBBP,281,/proc/cpuinfo,"processor	: 5"
BBBP,282,/proc/cpuinfo,"vendor_id	: GenuineIntel"
BBBP,283,/proc/cpuinfo,"cpu family	: 6"
BBBP,284,/proc/cpuinfo,"model		: 37"
BBBP,285,/proc/cpuinfo,"model name	: Intel(R) Xeon(R) CPU E7- 2860  @ 2.27GHz"
BBBP,286,/proc/cpuinfo,"stepping	: 1"
BBBP,287,/proc/cpuinfo,"cpu MHz		: 2263.704"
BBBP,288,/proc/cpuinfo,"cache size	: 24576 KB"
BBBP,289,/proc/cpuinfo,"physical id	: 2"
BBBP,290,/proc/cpuinfo,"siblings	: 2"
BBBP,291,/proc/cpuinfo,"core id		: 1"
BBBP,292,/proc/cpuinfo,"cpu cores	: 2"
BBBP,293,/proc/cpuinfo,"apicid		: 5"
BBBP,294,/proc/cpuinfo,"initial apicid	: 5"
BBBP,295,/proc/cpuinfo,"fpu		: yes"
BBBP,296,/proc/cpuinfo,"fpu_exception	: yes"
BBBP,297,/proc/cpuinfo,"cpuid level	: 11"
BBBP,298,/proc/cpuinfo,"wp		: yes"
BBBP,299,/proc/cpuinfo,"flags		: fpu vme de pse tsc msr pae mce cx8 apic mtrr pge mca cmov pat pse36 clflush dts mmx fxsr sse sse2 ss ht syscall nx rdtscp lm constant_tsc arch_perfmon pebs bts rep_good xtopology tsc_reliable nonstop_tsc aperfmperf unfair_spinlock pni pclmulqdq ssse3 cx16 sse4_1 sse4_2 popcnt aes hypervisor lahf_lm ida arat epb"
BBBP,300,/proc/cpuinfo,"bogomips	: 4527.40"
BBBP,301,/proc/cpuinfo,"clflush size	: 64"
BBBP,302,/proc/cpuinfo,"cache_alignment	: 64"
BBBP,303,/proc/cpuinfo,"address sizes	: 40 bits physical, 48 bits virtual"
BBBP,304,/proc/cpuinfo,"power management:"
BBBP,305,/proc/cpuinfo,""
BBBP,306,/proc/meminfo
BBBP,307,/proc/meminfo,"MemTotal:       90801148 kB"
BBBP,308,/proc/meminfo,"MemFree:        73407480 kB"
BBBP,309,/proc/meminfo,"Buffers:          413568 kB"
BBBP,310,/proc/meminfo,"Cached:          1775188 kB"
BBBP,311,/proc/meminfo,"SwapCached:            0 kB"
BBBP,312,/proc/meminfo,"Active:         14707004 kB"
BBBP,313,/proc/meminfo,"Inactive:         596700 kB"
BBBP,314,/proc/meminfo,"Active(anon):   13115168 kB"
BBBP,315,/proc/meminfo,"Inactive(anon):    59428 kB"
BBBP,316,/proc/meminfo,"Active(file):    1591836 kB"
BBBP,317,/proc/meminfo,"Inactive(file):   537272 kB"
BBBP,318,/proc/meminfo,"Unevictable:           0 kB"
BBBP,319,/proc/meminfo,"Mlocked:               0 kB"
BBBP,320,/proc/meminfo,"SwapTotal:      16777208 kB"
BBBP,321,/proc/meminfo,"SwapFree:       16777208 kB"
BBBP,322,/proc/meminfo,"Dirty:               116 kB"
BBBP,323,/proc/meminfo,"Writeback:             0 kB"
BBBP,324,/proc/meminfo,"AnonPages:      13114784 kB"
BBBP,325,/proc/meminfo,"Mapped:           184564 kB"
BBBP,326,/proc/meminfo,"Shmem:             59688 kB"
BBBP,327,/proc/meminfo,"Slab:            1809408 kB"
BBBP,328,/proc/meminfo,"SReclaimable:     281036 kB"
BBBP,329,/proc/meminfo,"SUnreclaim:      1528372 kB"
BBBP,330,/proc/meminfo,"KernelStack:        5552 kB"
BBBP,331,/proc/meminfo,"PageTables:        34628 kB"
BBBP,332,/proc/meminfo,"NFS_Unstable:          0 kB"
BBBP,333,/proc/meminfo,"Bounce:                0 kB"
BBBP,334,/proc/meminfo,"WritebackTmp:          0 kB"
BBBP,335,/proc/meminfo,"CommitLimit:    62177780 kB"
BBBP,336,/proc/meminfo,"Committed_AS:   41818820 kB"
BBBP,337,/proc/meminfo,"VmallocTotal:   34359738367 kB"
BBBP,338,/proc/meminfo,"VmallocUsed:      348164 kB"
BBBP,339,/proc/meminfo,"VmallocChunk:   34359376972 kB"
